flow_id,src,dst,proto,prediction,attack_type,confidence,duration,bytes,anomaly_flag
flow_88,N/A,N/A,Unknown,NORMAL,Normal,100.0,10.706606,8142.0,1
flow_89,N/A,N/A,Unknown,NORMAL,Normal,100.0,60.166984,237.0,1
flow_90,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.024027,68.0,1
flow_91,N/A,N/A,Unknown,NORMAL,Normal,100.0,1.029807,0.0,1
flow_92,N/A,N/A,Unknown,NORMAL,Normal,100.0,2.979847,0.0,1
flow_93,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.028315,6.0,1
flow_94,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.028466,6.0,1
flow_95,N/A,N/A,Unknown,NORMAL,Normal,100.0,101.027175,1029.0,1
flow_96,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,74.0,1
flow_97,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,74.0,1
flow_98,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,70.0,1
flow_99,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,70.0,1
flow_100,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,70.0,1
flow_101,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,80.0,1
flow_102,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,80.0,1
flow_103,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.102033,64.0,1
flow_104,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.051453,64.0,1
flow_105,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.00114,72.0,1
flow_106,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,72.0,1
flow_107,N/A,N/A,Unknown,NORMAL,Normal,100.0,1.33397,2664.0,1
flow_108,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,0.0,1
flow_109,N/A,N/A,Unknown,NORMAL,Normal,100.0,1.335604,2728.0,1
flow_110,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.001,0.0,1
flow_111,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143347,1325.0,1
flow_112,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143899,1325.0,1
flow_113,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142605,1325.0,1
flow_114,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142499,1313.0,1
flow_115,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023828,162.0,1
flow_116,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.11909,1169.0,1
flow_117,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023841,156.0,1
flow_118,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.199037,1325.0,1
flow_119,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142923,1307.0,1
flow_120,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.4468,1169.0,1
flow_121,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.141851,1325.0,1
flow_122,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.145376,1331.0,1
flow_123,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142904,1313.0,1
flow_124,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142508,1331.0,1
flow_125,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142561,1319.0,1
flow_126,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142389,1337.0,1
flow_127,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142403,1319.0,1
flow_128,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142089,1313.0,1
flow_129,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142098,1325.0,1
flow_130,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.128912,1169.0,1
flow_131,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143215,1337.0,1
flow_132,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.185921,1337.0,1
flow_133,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.131198,1169.0,1
flow_134,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.187746,1331.0,1
flow_135,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.18845,1325.0,1
flow_136,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.300724,1325.0,1
flow_137,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.195652,1343.0,1
flow_138,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143173,1337.0,1
flow_139,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142748,1325.0,1
flow_140,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142235,1319.0,1
flow_141,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.152597,1283.0,1
flow_142,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142263,1331.0,1
flow_143,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142478,1325.0,1
flow_144,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.125417,1169.0,1
flow_145,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.188411,1313.0,1
flow_146,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.141785,1313.0,1
flow_147,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.155181,1457.0,1
flow_148,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.200946,1325.0,1
flow_149,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142298,1301.0,1
flow_150,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.196861,1319.0,1
flow_151,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.197144,1313.0,1
flow_152,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14223,1343.0,1
flow_153,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143922,1313.0,1
flow_154,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142755,1331.0,1
flow_155,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.12497,1169.0,1
flow_156,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142117,1325.0,1
flow_157,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142224,1307.0,1
flow_158,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143176,1319.0,1
flow_159,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142472,1319.0,1
flow_160,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.185687,1325.0,1
flow_161,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142746,1319.0,1
flow_162,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.185922,1319.0,1
flow_163,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143435,1325.0,1
flow_164,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.186578,1331.0,1
flow_165,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.190175,1337.0,1
flow_166,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14221,1313.0,1
flow_167,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142963,1337.0,1
flow_168,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142878,1331.0,1
flow_169,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.190109,1331.0,1
flow_170,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143397,1319.0,1
flow_171,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.250001,1169.0,1
flow_172,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.188539,1319.0,1
flow_173,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142469,1325.0,1
flow_174,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023598,156.0,1
flow_175,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142921,1325.0,1
flow_176,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142553,1319.0,1
flow_177,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142823,1319.0,1
flow_178,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143432,1331.0,1
flow_179,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.153205,1415.0,1
flow_180,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.118987,1169.0,1
flow_181,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143445,1331.0,1
flow_182,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.024781,150.0,1
flow_183,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142625,1319.0,1
flow_184,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.144147,1313.0,1
flow_185,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.312417,1169.0,1
flow_186,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.19756,1313.0,1
flow_187,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.207397,1337.0,1
flow_188,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.144045,1325.0,1
flow_189,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.201971,1325.0,1
flow_190,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.18808,1313.0,1
flow_191,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142377,1325.0,1
flow_192,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.196656,1313.0,1
flow_193,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.141942,1319.0,1
flow_194,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142878,1331.0,1
flow_195,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.125846,1169.0,1
flow_196,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.119881,1169.0,1
flow_197,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023547,150.0,1
flow_198,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142554,1313.0,1
flow_199,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142702,1307.0,1
flow_200,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14279,1325.0,1
flow_201,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142342,1301.0,1
flow_202,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14278,1319.0,1
flow_203,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142852,1325.0,1
flow_204,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142799,1331.0,1
flow_205,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.1425,1325.0,1
flow_206,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.459291,1319.0,1
flow_207,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.196158,1319.0,1
flow_208,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143476,1331.0,1
flow_209,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.118873,1169.0,1
flow_210,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023773,156.0,1
flow_211,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142438,1325.0,1
flow_212,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.152273,1427.0,1
flow_213,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142918,1313.0,1
flow_214,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142342,1331.0,1
flow_215,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.196159,1313.0,1
flow_216,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.188391,1331.0,1
flow_217,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.141887,1313.0,1
flow_218,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142743,1337.0,1
flow_219,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143077,1325.0,1
flow_220,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.145825,1169.0,1
flow_221,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142301,1313.0,1
flow_222,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143379,1337.0,1
flow_223,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.394746,1319.0,1
flow_224,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.062079,1169.0,1
flow_225,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.122255,1169.0,1
flow_226,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142443,1325.0,1
flow_227,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023501,144.0,1
flow_228,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143365,1319.0,1
flow_229,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142825,1325.0,1
flow_230,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.119793,1169.0,1
flow_231,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142885,1313.0,1
flow_232,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023422,150.0,1
flow_233,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142724,1319.0,1
flow_234,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143161,1307.0,1
flow_235,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.19634,1331.0,1
flow_236,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.118573,1169.0,1
flow_237,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.189314,1337.0,1
flow_238,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142909,1301.0,1
flow_239,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.144762,1319.0,1
flow_240,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142378,1319.0,1
flow_241,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.024067,138.0,1
flow_242,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.119537,1169.0,1
flow_243,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142424,1325.0,1
flow_244,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142848,1337.0,1
flow_245,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023488,132.0,1
flow_246,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.131864,1289.0,1
flow_247,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142592,1319.0,1
flow_248,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143358,1319.0,1
flow_249,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142675,1331.0,1
flow_250,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142797,1325.0,1
flow_251,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14274,1319.0,1
flow_252,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142247,1313.0,1
flow_253,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.195966,1325.0,1
flow_254,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.18639,1343.0,1
flow_255,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143354,1325.0,1
flow_256,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142817,1289.0,1
flow_257,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142734,1337.0,1
flow_258,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.127932,1169.0,1
flow_259,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.187229,1319.0,1
flow_260,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142653,1331.0,1
flow_261,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.038668,517.0,1
flow_262,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143726,1325.0,1
flow_263,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.122712,1301.0,1
flow_264,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.234766,1319.0,1
flow_265,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142541,1337.0,1
flow_266,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.146679,1301.0,1
flow_267,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143835,1301.0,1
flow_268,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.119714,1169.0,1
flow_269,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14282,1319.0,1
flow_270,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.189539,1337.0,1
flow_271,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142826,1319.0,1
flow_272,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023822,138.0,1
flow_273,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.187835,1337.0,1
flow_274,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142291,1301.0,1
flow_275,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143701,1313.0,1
flow_276,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.196404,1331.0,1
flow_277,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142241,1313.0,1
flow_278,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.224404,1325.0,1
flow_279,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143577,1301.0,1
flow_280,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.267407,1463.0,1
flow_281,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.149954,1337.0,1
flow_282,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.190688,1331.0,1
flow_283,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.118946,1169.0,1
flow_284,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023623,168.0,1
flow_285,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.148237,1319.0,1
flow_286,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142601,1301.0,1
flow_287,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.190581,1337.0,1
flow_288,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.144,1319.0,1
flow_289,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142239,1313.0,1
flow_290,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143462,1325.0,1
flow_291,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.186148,1325.0,1
flow_292,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142726,1325.0,1
flow_293,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.141542,1295.0,1
flow_294,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.109618,1169.0,1
flow_295,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.188543,1337.0,1
flow_296,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.141771,1337.0,1
flow_297,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.216108,1319.0,1
flow_298,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.198167,1319.0,1
flow_299,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.129383,1289.0,1
flow_300,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.123065,1289.0,1
flow_301,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.141527,1319.0,1
flow_302,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14216,1325.0,1
flow_303,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.19751,1337.0,1
flow_304,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143658,1313.0,1
flow_305,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.197458,1331.0,1
flow_306,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.187013,1343.0,1
flow_307,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142868,1319.0,1
flow_308,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.153015,1169.0,1
flow_309,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.082618,1169.0,1
flow_310,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.143452,1319.0,1
flow_311,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.024058,162.0,1
flow_312,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.198395,1325.0,1
flow_313,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.118945,1169.0,1
flow_314,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142273,1319.0,1
flow_315,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142936,1313.0,1
flow_316,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.142803,1325.0,1
flow_317,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.187656,1337.0,1
flow_318,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.14346,1313.0,1
flow_319,N/A,N/A,Unknown,NORMAL,Normal,100.0,0.023445,138.0,1
