flow_id,src,dst,proto,prediction,attack_type,confidence,duration,bytes,anomaly_flag
flow_48,172.217.10.238,192.168.10.9,6,NORMAL,Normal,68.4,123.0,6.0,1
flow_49,172.217.11.1,192.168.10.14,6,ATTACK,DDoS,61.87,4.0,12.0,1
flow_50,172.217.11.10,192.168.10.14,6,ATTACK,DDoS,61.87,4.0,12.0,1
flow_51,172.217.12.138,192.168.10.5,6,ATTACK,DDoS,58.91,49.0,12.0,1
flow_52,172.217.12.162,192.168.10.14,6,ATTACK,DDoS,61.87,3.0,12.0,1
flow_53,172.217.12.162,192.168.10.16,6,NORMAL,Normal,90.25,46.0,0.0,1
flow_54,172.217.3.98,192.168.10.14,6,ATTACK,DDoS,61.87,3.0,12.0,1
flow_55,172.217.6.198,192.168.10.5,6,ATTACK,DDoS,61.87,3.0,12.0,1
flow_56,172.217.6.198,192.168.10.5,6,NORMAL,Normal,64.01,251170.0,18.0,1
flow_57,172.217.6.200,192.168.10.14,6,ATTACK,DDoS,58.91,49.0,12.0,1
flow_58,172.217.6.206,192.168.10.17,6,NORMAL,Normal,90.25,62.0,0.0,1
flow_59,172.217.7.132,192.168.10.14,6,ATTACK,DDoS,56.06,175.0,12.0,1
flow_60,172.217.9.232,192.168.10.16,6,NORMAL,Normal,90.25,37.0,0.0,1
flow_61,173.241.254.199,192.168.10.9,6,ATTACK,DDoS,61.87,3.0,12.0,1
flow_62,173.241.254.199,192.168.10.9,6,ATTACK,DDoS,61.87,3.0,12.0,1
flow_63,185.167.164.39,192.168.10.5,6,NORMAL,Normal,67.45,96.0,6.0,1
flow_64,185.54.150.17,192.168.10.5,6,ATTACK,DDoS,61.76,1.0,12.0,1
flow_65,185.86.137.17,192.168.10.5,6,NORMAL,Normal,61.04,0.001,12.0,1
flow_66,185.86.137.17,192.168.10.5,6,ATTACK,DDoS,58.91,48.0,12.0,1
flow_67,185.86.137.17,192.168.10.5,6,ATTACK,DDoS,61.76,1.0,12.0,1
flow_68,185.86.137.17,192.168.10.5,6,NORMAL,Normal,83.54,999588.0,12.0,1
flow_69,185.86.137.17,192.168.10.5,6,NORMAL,Normal,67.45,75.0,6.0,1
flow_70,185.86.137.17,192.168.10.5,6,NORMAL,Normal,66.02,32.0,6.0,1
flow_71,192.168.10.12,192.168.10.3,17,NORMAL,Normal,90.25,71693.0,74.0,1
flow_72,192.168.10.12,192.168.10.3,17,NORMAL,Normal,85.97,60738.0,74.0,1
flow_73,192.168.10.12,192.168.10.50,6,NORMAL,Normal,94.05,126188.0,176.0,1
flow_74,192.168.10.12,192.168.10.50,6,ATTACK,Anomaly,15.73,8003.0,19897.0,-1
flow_75,192.168.10.12,192.168.10.50,6,NORMAL,Normal,79.32,1.0,617.0,1
flow_76,192.168.10.12,192.168.10.50,6,NORMAL,Normal,90.25,50.0,0.0,1
flow_77,192.168.10.12,192.168.10.50,6,NORMAL,Normal,60.31,75.0,4.0,1
flow_78,192.168.10.12,192.229.163.97,6,NORMAL,Normal,53.2,208.0,46.0,1
flow_79,192.168.10.12,79.127.127.5,6,NORMAL,Normal,83.59,514004.0,0.0,1
flow_80,192.168.10.14,104.97.114.112,6,NORMAL,Normal,95.0,60130920.0,216.0,1
flow_81,192.168.10.14,104.97.114.112,6,NORMAL,Normal,95.0,60130912.0,213.0,1
flow_82,192.168.10.14,172.217.11.1,6,NORMAL,Normal,95.0,3895966.0,135.0,1
flow_83,192.168.10.14,172.217.11.10,6,NORMAL,Normal,95.0,3895242.0,135.0,1
flow_84,192.168.10.14,172.217.3.98,6,NORMAL,Normal,95.0,3896308.0,135.0,1
flow_85,192.168.10.14,172.217.6.200,6,NORMAL,Normal,95.0,3895052.0,135.0,1
flow_86,192.168.10.14,172.217.7.132,6,NORMAL,Normal,95.0,3896461.0,135.0,1
flow_87,192.168.10.14,192.168.10.3,17,NORMAL,Normal,95.0,31020664.0,372.0,1
flow_88,192.168.10.14,192.168.10.3,17,NORMAL,Normal,92.62,83718.0,184.0,1
flow_89,192.168.10.14,192.168.10.3,6,ATTACK,Anomaly,26.53,10706606.0,8142.0,-1
flow_90,192.168.10.14,23.53.113.190,6,NORMAL,Normal,92.62,60166984.0,237.0,1
flow_91,192.168.10.15,192.168.10.3,17,NORMAL,Normal,75.52,24027.0,68.0,1
flow_92,192.168.10.15,205.174.165.73,6,NORMAL,Normal,83.59,1029807.0,0.0,1
flow_93,192.168.10.16,151.101.0.175,6,NORMAL,Normal,91.16,2979847.0,0.0,1
flow_94,192.168.10.16,152.163.66.165,6,NORMAL,Normal,92.62,28315.0,6.0,1
flow_95,192.168.10.16,152.163.66.165,6,NORMAL,Normal,92.62,28466.0,6.0,1
flow_96,192.168.10.16,172.217.10.238,6,NORMAL,Normal,95.0,101027175.0,1029.0,1
flow_97,192.168.10.16,192.168.10.3,17,NORMAL,Normal,77.9,330.0,74.0,1
flow_98,192.168.10.16,192.168.10.3,17,NORMAL,Normal,77.9,221.0,74.0,1
flow_99,192.168.10.16,192.168.10.3,17,NORMAL,Normal,72.2,302.0,70.0,1
flow_100,192.168.10.16,192.168.10.3,17,NORMAL,Normal,72.2,283.0,70.0,1
flow_101,192.168.10.16,192.168.10.3,17,NORMAL,Normal,72.2,166.0,70.0,1
flow_102,192.168.10.16,192.168.10.3,17,NORMAL,Normal,78.38,275.0,80.0,1
flow_103,192.168.10.16,192.168.10.3,17,NORMAL,Normal,78.38,266.0,80.0,1
flow_104,192.168.10.16,192.168.10.3,17,NORMAL,Normal,82.65,102033.0,64.0,1
flow_105,192.168.10.16,192.168.10.3,17,NORMAL,Normal,77.9,51453.0,64.0,1
flow_106,192.168.10.16,192.168.10.3,17,NORMAL,Normal,79.8,1140.0,72.0,1
flow_107,192.168.10.16,192.168.10.3,17,NORMAL,Normal,76.95,293.0,72.0,1
flow_108,192.168.10.16,192.168.10.50,6,ATTACK,Anomaly,25.4,1333970.0,2664.0,-1
flow_109,192.168.10.16,192.168.10.50,6,NORMAL,Normal,90.25,187.0,0.0,1
flow_110,192.168.10.16,192.168.10.50,6,ATTACK,Anomaly,25.4,1335604.0,2728.0,-1
flow_111,192.168.10.16,192.168.10.50,6,NORMAL,Normal,90.25,111.0,0.0,1
flow_112,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,143347.0,1325.0,-1
flow_113,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.95,143899.0,1325.0,-1
flow_114,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142605.0,1325.0,-1
flow_115,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.95,142499.0,1313.0,-1
flow_116,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,29.53,23828.0,162.0,-1
flow_117,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,119090.0,1169.0,1
flow_118,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,29.53,23841.0,156.0,-1
flow_119,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.21,199037.0,1325.0,-1
flow_120,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.38,142923.0,1307.0,-1
flow_121,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,446800.0,1169.0,1
flow_122,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,141851.0,1325.0,-1
flow_123,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,18.39,145376.0,1331.0,-1
flow_124,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.88,142904.0,1313.0,-1
flow_125,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.19,142508.0,1331.0,-1
flow_126,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,142561.0,1319.0,-1
flow_127,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,18.2,142389.0,1337.0,-1
flow_128,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142403.0,1319.0,-1
flow_129,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142089.0,1313.0,-1
flow_130,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,142098.0,1325.0,-1
flow_131,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,128912.0,1169.0,1
flow_132,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.19,143215.0,1337.0,-1
flow_133,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.45,185921.0,1337.0,-1
flow_134,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,27.35,131198.0,1169.0,-1
flow_135,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.45,187746.0,1331.0,-1
flow_136,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.08,188450.0,1325.0,-1
flow_137,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.99,300724.0,1325.0,-1
flow_138,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.96,195652.0,1343.0,-1
flow_139,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,18.39,143173.0,1337.0,-1
flow_140,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142748.0,1325.0,-1
flow_141,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142235.0,1319.0,-1
flow_142,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.95,152597.0,1283.0,-1
flow_143,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.74,142263.0,1331.0,-1
flow_144,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,142478.0,1325.0,-1
flow_145,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,27.29,125417.0,1169.0,-1
flow_146,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.11,188411.0,1313.0,-1
flow_147,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,141785.0,1313.0,-1
flow_148,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,16.26,155181.0,1457.0,-1
flow_149,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.21,200946.0,1325.0,-1
flow_150,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.0,142298.0,1301.0,-1
flow_151,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.04,196861.0,1319.0,-1
flow_152,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.17,197144.0,1313.0,-1
flow_153,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,18.2,142230.0,1343.0,-1
flow_154,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.01,143922.0,1313.0,-1
flow_155,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.74,142755.0,1331.0,-1
flow_156,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,26.9,124970.0,1169.0,-1
flow_157,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142117.0,1325.0,-1
flow_158,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.07,142224.0,1307.0,-1
flow_159,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,143176.0,1319.0,-1
flow_160,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142472.0,1319.0,-1
flow_161,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.08,185687.0,1325.0,-1
flow_162,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.39,142746.0,1319.0,-1
flow_163,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.21,185922.0,1319.0,-1
flow_164,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,143435.0,1325.0,-1
flow_165,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.45,186578.0,1331.0,-1
flow_166,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.96,190175.0,1337.0,-1
flow_167,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142210.0,1313.0,-1
flow_168,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.19,142963.0,1337.0,-1
flow_169,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.18,142878.0,1331.0,-1
flow_170,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.08,190109.0,1331.0,-1
flow_171,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,143397.0,1319.0,-1
flow_172,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,250001.0,1169.0,1
flow_173,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.04,188539.0,1319.0,-1
flow_174,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,142469.0,1325.0,-1
flow_175,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,29.53,23598.0,156.0,-1
flow_176,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,142921.0,1325.0,-1
flow_177,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.64,142553.0,1319.0,-1
flow_178,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,142823.0,1319.0,-1
flow_179,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.69,143432.0,1331.0,-1
flow_180,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,16.61,153205.0,1415.0,-1
flow_181,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,118987.0,1169.0,1
flow_182,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.18,143445.0,1331.0,-1
flow_183,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,24781.0,150.0,1
flow_184,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.64,142625.0,1319.0,-1
flow_185,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.88,144147.0,1313.0,-1
flow_186,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,312417.0,1169.0,1
flow_187,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.11,197560.0,1313.0,-1
flow_188,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.59,207397.0,1337.0,-1
flow_189,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,144045.0,1325.0,-1
flow_190,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.21,201971.0,1325.0,-1
flow_191,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.11,188080.0,1313.0,-1
flow_192,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.95,142377.0,1325.0,-1
flow_193,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.17,196656.0,1313.0,-1
flow_194,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,141942.0,1319.0,-1
flow_195,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.19,142878.0,1331.0,-1
flow_196,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,27.03,125846.0,1169.0,-1
flow_197,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,119881.0,1169.0,1
flow_198,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,23547.0,150.0,1
flow_199,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.88,142554.0,1313.0,-1
flow_200,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.07,142702.0,1307.0,-1
flow_201,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142790.0,1325.0,-1
flow_202,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,23.09,142342.0,1301.0,-1
flow_203,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142780.0,1319.0,-1
flow_204,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,142852.0,1325.0,-1
flow_205,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.69,142799.0,1331.0,-1
flow_206,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,142500.0,1325.0,-1
flow_207,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.24,459291.0,1319.0,-1
flow_208,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.35,196158.0,1319.0,-1
flow_209,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.69,143476.0,1331.0,-1
flow_210,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,118873.0,1169.0,1
flow_211,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,29.53,23773.0,156.0,-1
flow_212,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142438.0,1325.0,-1
flow_213,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,16.61,152273.0,1427.0,-1
flow_214,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.32,142918.0,1313.0,-1
flow_215,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.18,142342.0,1331.0,-1
flow_216,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.35,196159.0,1313.0,-1
flow_217,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.15,188391.0,1331.0,-1
flow_218,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.77,141887.0,1313.0,-1
flow_219,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.19,142743.0,1337.0,-1
flow_220,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,143077.0,1325.0,-1
flow_221,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,27.35,145825.0,1169.0,-1
flow_222,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142301.0,1313.0,-1
flow_223,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.19,143379.0,1337.0,-1
flow_224,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.55,394746.0,1319.0,-1
flow_225,192.168.10.16,199.244.48.55,6,NORMAL,Normal,91.67,62079.0,1169.0,1
flow_226,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,122255.0,1169.0,1
flow_227,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142443.0,1325.0,-1
flow_228,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,23501.0,144.0,1
flow_229,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,143365.0,1319.0,-1
flow_230,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142825.0,1325.0,-1
flow_231,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,119793.0,1169.0,1
flow_232,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.01,142885.0,1313.0,-1
flow_233,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,23422.0,150.0,1
flow_234,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142724.0,1319.0,-1
flow_235,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.11,143161.0,1307.0,-1
flow_236,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.96,196340.0,1331.0,-1
flow_237,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,118573.0,1169.0,1
flow_238,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.45,189314.0,1337.0,-1
flow_239,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,23.09,142909.0,1301.0,-1
flow_240,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.39,144762.0,1319.0,-1
flow_241,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,142378.0,1319.0,-1
flow_242,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,24067.0,138.0,1
flow_243,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,119537.0,1169.0,1
flow_244,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,142424.0,1325.0,-1
flow_245,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.69,142848.0,1337.0,-1
flow_246,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,23488.0,132.0,1
flow_247,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,23.09,131864.0,1289.0,-1
flow_248,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.64,142592.0,1319.0,-1
flow_249,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.7,143358.0,1319.0,-1
flow_250,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.69,142675.0,1331.0,-1
flow_251,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142797.0,1325.0,-1
flow_252,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.81,142740.0,1319.0,-1
flow_253,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.46,142247.0,1313.0,-1
flow_254,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.21,195966.0,1325.0,-1
flow_255,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,18.53,186390.0,1343.0,-1
flow_256,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.25,143354.0,1325.0,-1
flow_257,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,23.7,142817.0,1289.0,-1
flow_258,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,18.2,142734.0,1337.0,-1
flow_259,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,28.91,127932.0,1169.0,-1
flow_260,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,21.21,187229.0,1319.0,-1
flow_261,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.69,142653.0,1331.0,-1
flow_262,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,38668.0,517.0,1
flow_263,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,19.75,143726.0,1325.0,-1
flow_264,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.82,122712.0,1301.0,-1
flow_265,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.24,234766.0,1319.0,-1
flow_266,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,18.39,142541.0,1337.0,-1
flow_267,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.07,146679.0,1301.0,-1
flow_268,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,23.09,143835.0,1301.0,-1
flow_269,192.168.10.16,199.244.48.55,6,NORMAL,Normal,95.0,119714.0,1169.0,1
flow_270,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.74,142820.0,1319.0,-1
flow_271,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.45,189539.0,1337.0,-1
flow_272,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.95,142826.0,1319.0,-1
flow_273,192.168.10.16,199.244.48.55,6,NORMAL,Normal,92.62,23822.0,138.0,1
flow_274,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.52,187835.0,1337.0,-1
flow_275,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,22.13,142291.0,1301.0,-1
flow_276,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.88,143701.0,1313.0,-1
flow_277,192.168.10.16,199.244.48.55,6,ATTACK,Anomaly,20.59,196404.0,1331.0,-1
