packet_count,byte_count,duration,packet_rate,byte_rate,label,anomaly
47,1331,0.142263,738.0696316,743158.7974,Normal,-1
49,1325,0.142478,743.9745083,741995.2554,Normal,-1
29,1169,0.125417,669.7656618,795506.1913,Normal,1
43,1313,0.188411,541.3696653,568724.756,Normal,-1
44,1313,0.141785,698.2402934,670726.8047,Normal,-1
78,1457,0.155181,1185.712168,1400686.94,Normal,-1
47,1325,0.200946,512.5755178,504483.7917,Normal,-1
45,1301,0.142298,702.7505657,742765.1829,Normal,-1
44,1319,0.196861,518.132083,544343.4708,Normal,-1
45,1313,0.197144,512.3158706,514152.0919,Normal,-1
53,1343,0.14223,801.5186669,784138.3674,Normal,-1
46,1313,0.143922,729.561846,774711.302,Normal,-1
47,1331,0.142755,742.5309096,771125.3546,Normal,-1
31,1169,0.12497,648.1555573,775178.0427,Normal,1
47,1325,0.142117,710.6820437,733789.7648,Normal,-1
45,1307,0.142224,696.0850489,733111.1486,Normal,-1
48,1319,0.143176,733.3631335,738336.034,Normal,-1
47,1319,0.142472,786.1193778,782637.992,Normal,-1
47,1325,0.185687,570.8531023,577132.4864,Normal,-1
42,1319,0.142746,686.5341235,771089.9079,Normal,-1
46,1319,0.185922,559.3743613,576370.7361,Normal,-1
49,1325,0.143435,745.9825008,767427.7547,Normal,-1
48,1331,0.186578,589.565758,543365.2413,Normal,-1
49,1337,0.190175,573.1563034,563575.654,Normal,-1
44,1313,0.14221,703.18543,784037.6907,Normal,-1
50,1337,0.142963,776.4246693,780075.9637,Normal,-1
48,1331,0.142878,762.8886183,780498.0473,Normal,-1
47,1331,0.190109,531.2741638,571430.0743,Normal,-1
49,1319,0.143397,753.1538317,797785.1698,Normal,-1
19,1169,0.250001,183.999264,190567.2377,Normal,1
45,1319,0.188539,551.6100117,560764.6163,Normal,-1
48,1325,0.142469,751.0405772,782696.5866,Normal,-1
26,156,0.023598,2373.082465,2400288.16,Normal,1
49,1325,0.142921,748.6653466,739695.3562,Normal,-1
44,1319,0.142553,694.4785448,751818.6218,Normal,-1
48,1319,0.142823,707.1690134,740160.8985,Normal,-1
49,1331,0.143432,766.9139383,777483.4068,Normal,-1
69,1415,0.153205,1207.532391,1418478.509,Normal,-1
22,1169,0.118987,411.8096935,376057.8887,Normal,1
48,1331,0.143445,745.930496,747227.1602,Normal,-1
25,150,0.024781,2179.088818,2226463.823,Normal,1
45,1319,0.142625,701.1393514,771744.0841,Normal,-1
47,1313,0.144147,728.4230681,773502.05,Normal,-1
24,1169,0.312417,176.046758,157129.7337,Normal,1
44,1313,0.19756,506.1753391,542387.1229,Normal,-1
48,1337,0.207397,496.6320631,516777.0026,Normal,-1
48,1325,0.144045,735.8811483,754028.2551,Normal,-1
47,1325,0.201971,514.9254101,501923.5435,Normal,-1
43,1313,0.18808,526.3717567,562101.2335,Normal,-1
46,1325,0.142377,758.5494848,752790.1276,Normal,-1
44,1313,0.196656,518.6721992,522862.2569,Normal,-1
47,1319,0.141942,725.6485043,744754.8999,Normal,-1
50,1331,0.142878,776.8865746,780498.0473,Normal,-1
30,1169,0.125846,659.5362586,792794.3677,Normal,1
20,1169,0.119881,383.7138496,397410.7657,Normal,1
25,150,0.023547,2250.817514,2405232.089,Normal,1
47,1313,0.142554,729.5481011,741515.4959,Normal,-1
44,1307,0.142702,679.7381957,720410.3657,Normal,-1
45,1325,0.14279,714.3357378,770894.3203,Normal,-1
41,1301,0.142342,639.305335,732461.2553,Normal,-1
47,1319,0.14278,728.3933324,740383.8073,Normal,-1
49,1325,0.142852,735.026461,780598.1015,Normal,-1
49,1331,0.142799,756.3078173,760649.5844,Normal,-1
49,1325,0.1425,757.8947368,741880.7018,Normal,-1
46,1319,0.459291,230.790501,239651.9853,Normal,1
46,1319,0.196158,509.7931259,524220.2714,Normal,-1
49,1331,0.143476,738.7995205,767250.2718,Normal,-1
23,1169,0.118873,429.0293002,388599.5979,Normal,1
26,156,0.023773,2397.678038,2503848.904,Normal,1
45,1325,0.142438,716.1010405,772799.3934,Normal,-1
68,1427,0.152273,1122.983063,1427239.235,Normal,-1
48,1313,0.142918,741.6840426,780153.6545,Normal,-1
48,1331,0.142342,730.6346686,763091.7087,Normal,-1
46,1313,0.196159,545.475864,546260.9414,Normal,-1
46,1331,0.188391,567.9676842,576641.1347,Normal,-1
43,1313,0.141887,711.8340651,745001.3039,Normal,-1
50,1337,0.142743,756.604527,781278.2413,Normal,-1
48,1325,0.143077,740.8598167,789588.8228,Normal,-1
29,1169,0.145825,555.460312,684176.2386,Normal,1
44,1313,0.142301,695.7083928,742833.8522,Normal,-1
50,1337,0.143379,767.1974278,777812.6504,Normal,-1
48,1319,0.394746,263.4605544,271501.1678,Normal,1
8,1169,0.062079,177.1935759,21037.71001,Normal,1
22,1169,0.122255,425.3404769,401537.7694,Normal,1
47,1325,0.142443,716.075904,721846.6334,Normal,-1
24,144,0.023501,2170.12042,2409088.975,Normal,1
48,1319,0.143365,760.2971437,767760.611,Normal,-1
47,1325,0.142825,728.1638369,770705.4087,Normal,-1
23,1169,0.119793,450.7775913,409790.2215,Normal,1
46,1313,0.142885,720.8594324,790565.8397,Normal,-1
25,150,0.023422,2476.304329,2356246.264,Normal,1
43,1319,0.142724,735.685659,730626.9443,Normal,-1
47,1307,0.143161,698.5142602,788999.7974,Normal,-1
49,1331,0.19634,555.1594173,545849.0374,Normal,-1
21,1169,0.118573,396.3802889,377370.9023,Normal,1
48,1337,0.189314,565.198559,566138.7959,Normal,-1
40,1301,0.142909,643.7663128,729555.1715,Normal,-1
42,1319,0.144762,676.9732388,690236.388,Normal,-1
45,1319,0.142378,709.379258,742474.2587,Normal,-1
23,138,0.024067,2119.084223,2292018.116,Normal,1
20,1169,0.119537,401.5493111,398554.4225,Normal,1
49,1325,0.142424,751.2778745,772875.3581,Normal,-1
49,1337,0.142848,763.0488351,760430.6676,Normal,-1
22,132,0.023488,2086.171662,2410507.493,Normal,1
40,1289,0.131864,674.9378147,735560.8809,Normal,-1
44,1319,0.142592,701.3016158,741359.9641,Normal,-1
43,1319,0.143358,711.5054619,737398.6802,Normal,-1
49,1331,0.142675,785.0008761,781608.5509,Normal,-1
47,1325,0.142797,735.3095653,740337.6822,Normal,-1
47,1319,0.14274,735.6031946,771122.3203,Normal,-1
42,1313,0.142247,688.9424733,743115.8478,Normal,-1
47,1325,0.195966,530.7043058,517304.0221,Normal,-1
51,1343,0.18639,600.8906057,575052.3097,Normal,-1
48,1325,0.143354,746.4040069,737461.1103,Normal,-1
39,1289,0.142817,616.1731447,699426.5389,Normal,1
52,1337,0.142734,791.6824303,781327.5043,Normal,-1
27,1169,0.127932,601.8822499,757230.4037,Normal,1
46,1319,0.187229,555.4695053,580155.8519,Normal,-1
49,1331,0.142653,771.1019046,781729.0909,Normal,-1
4,517,0.038668,129.305886,13370.22861,Normal,1
49,1325,0.143726,744.4721206,735552.3705,Normal,-1
42,1301,0.122712,766.021253,790517.6348,Normal,-1
44,1319,0.234766,430.215619,444178.4586,Normal,1
51,1337,0.142541,834.8475176,782385.4189,Normal,-1
43,1301,0.146679,654.4904179,720580.3148,Normal,-1
41,1301,0.143835,646.5741996,714693.9201,Normal,-1
19,1169,0.119714,375.8958852,410060.6445,Normal,1
47,1319,0.14282,700.1820473,730135.8353,Normal,-1
48,1337,0.189539,590.9074122,565466.7377,Normal,-1
46,1319,0.142826,728.1587386,770658.0034,Normal,-1
23,138,0.023822,2140.87818,2559314.919,Normal,1
48,1337,0.187835,553.6774297,570596.5342,Normal,-1
43,1301,0.142291,723.8686916,732723.7844,Normal,-1
47,1313,0.143701,758.5194258,755749.786,Normal,-1
48,1331,0.196404,534.6123297,516180.9332,Normal,-1
43,1313,0.142241,681.9412124,702427.5701,Normal,-1
44,1325,0.224404,454.5373523,490526.0156,Normal,-1
43,1301,0.143577,682.5605773,756318.909,Normal,-1
75,1463,0.267407,673.1312195,812865.7814,Normal,-1
50,1337,0.149954,700.2147325,714832.5486,Normal,-1
47,1331,0.190688,561.1260279,562028.0248,Normal,-1
21,1169,0.118946,386.7301128,400534.6964,Normal,1
28,168,0.023623,2539.897557,2458959.489,Normal,1
48,1319,0.148237,728.5630443,752200.8675,Normal,-1
45,1301,0.142601,715.2825015,781803.7742,Normal,-1
48,1337,0.190581,561.4410671,562375.0531,Normal,-1
45,1319,0.144,701.3888889,774333.3333,Normal,-1
43,1313,0.142239,681.9508011,743157.6431,Normal,-1
49,1325,0.143462,780.6945393,777279.0007,Normal,-1
48,1325,0.186148,553.3231622,575703.2039,Normal,-1
49,1325,0.142726,763.7010776,740705.9681,Normal,-1
44,1295,0.141542,692.373995,726229.6703,Normal,-1
21,1169,0.109618,401.3939317,408199.3833,Normal,1
49,1337,0.188543,609.940438,568453.8805,Normal,-1
47,1337,0.141771,719.4701314,735665.263,Normal,-1
48,1319,0.216108,490.495493,515964.2401,Normal,-1
44,1319,0.198167,484.4398916,518905.7714,Normal,-1
42,1289,0.129383,711.0671417,749665.7212,Normal,-1
40,1289,0.123065,739.4466339,788152.6023,Normal,-1
45,1319,0.141527,692.4473775,746938.7467,Normal,-1
47,1325,0.14216,738.6043894,784397.8616,Normal,-1
49,1337,0.19751,536.681687,513320.8445,Normal,-1
47,1313,0.143658,765.7074441,735817.0098,Normal,-1
48,1331,0.197458,536.8230206,513425.6399,Normal,-1
49,1343,0.187013,593.5416254,573136.6269,Normal,-1
43,1319,0.142868,671.9489319,729890.5283,Normal,-1
22,1169,0.153015,320.2300428,311355.0959,Normal,1
12,1169,0.082618,290.493597,191072.1635,Normal,1
48,1319,0.143452,787.7199342,797479.2962,Normal,-1
27,162,0.024058,2369.274254,2534624.657,Normal,1
45,1325,0.198395,509.0854104,510970.5386,Normal,-1
19,1169,0.118945,369.9188701,376190.6764,Normal,1
47,1319,0.142273,709.9027925,722666.9853,Normal,-1
47,1313,0.142936,727.5983657,739533.7774,Normal,-1
49,1325,0.142803,756.2866326,740306.5762,Normal,-1
48,1337,0.187656,559.5344673,571140.8108,Normal,-1
44,1313,0.14346,683.1172452,736832.5666,Normal,-1
23,138,0.023445,2217.95692,2332736.191,Normal,1
22,1169,0.118468,413.6138029,402150.7918,Normal,1
46,1319,0.142724,714.6660688,750917.8554,Normal,-1
43,1313,0.14227,667.7444296,732916.2859,Normal,-1
43,1307,0.122968,821.3518964,836022.3798,Normal,-1
50,1331,0.142478,800.1235278,782689.2573,Normal,-1
45,1313,0.143531,703.680738,776821.7319,Normal,-1
42,1301,0.142245,688.95216,732960.7368,Normal,-1
21,1169,0.118879,403.7719025,412940.8895,Normal,1
21,1169,0.118011,398.2679581,403708.1289,Normal,1
49,1331,0.143745,751.3304811,775790.4623,Normal,-1
25,150,0.023739,2232.613,2385778.676,Normal,1
24,144,0.023395,2222.697158,2358709.126,Normal,1
45,1319,0.14217,696.3494408,713104.0304,Normal,-1
47,1313,0.143016,713.2069139,739120.0985,Normal,-1
4,517,0.035739,139.903187,14465.98954,Normal,1
29,1169,0.313728,264.5603835,318014.3309,Normal,1
22,1169,0.118733,437.9574339,413448.6621,Normal,1
27,162,0.023638,2411.37152,2620991.624,Normal,1
40,1295,0.143395,634.6106907,727040.6918,Normal,-1
45,1313,0.188834,534.8613068,567450.7769,Normal,-1
48,1319,0.143901,736.6175357,734616.1597,Normal,-1
46,1307,0.14231,702.6913077,742744.7122,Normal,-1
49,1325,0.142471,786.1248956,742031.7117,Normal,-1
48,1319,0.143392,788.0495425,737223.834,Normal,-1
43,1307,0.142776,672.3819129,730276.7972,Normal,-1
49,1331,0.189269,554.765968,566241.6983,Normal,-1
47,1331,0.142761,728.490274,771092.9456,Normal,-1
47,1319,0.142255,745.1407683,743116.2349,Normal,-1
46,1325,0.188499,557.0321328,568522.9099,Normal,-1
22,1169,0.118899,428.9354831,412871.4287,Normal,1
46,1319,0.186555,552.115998,574415.0519,Normal,-1
45,1313,0.196173,519.9492285,516696.997,Normal,-1
48,1331,0.14304,741.0514541,769588.9262,Normal,-1
31,1169,0.126748,654.84268,787152.46,Normal,1
41,1313,0.142635,673.0465874,731040.7684,Normal,-1
50,1337,0.142665,764.0276171,741106.7886,Normal,-1
47,1325,0.14305,789.9335897,769493.1842,Normal,-1
46,1325,0.142709,721.7484531,771331.8712,Normal,-1
49,1343,0.144905,745.3158966,769662.8826,Normal,-1
48,1337,0.143357,788.2419414,777932.0159,Normal,-1
51,1343,0.142858,783.995296,760419.4375,Normal,-1
48,1331,0.196534,534.2587033,515839.4985,Normal,-1
48,1319,0.142928,734.6356207,759879.1,Normal,-1
44,1313,0.123402,761.7380594,786194.7132,Normal,-1
47,1319,0.142731,714.6310192,740637.9833,Normal,-1
21,1169,0.12751,392.1261078,373633.4405,Normal,1
49,1325,0.142497,757.9106929,782542.7904,Normal,-1
48,1337,0.186963,577.6544022,573257.8104,Normal,-1
46,1325,0.197861,505.4053098,512349.5787,Normal,-1
47,1319,0.14276,735.5001401,781059.1202,Normal,-1
25,150,0.023498,2298.067921,2471274.151,Normal,1
50,1331,0.14279,763.3587786,780979.0602,Normal,-1
47,1325,0.194123,525.440056,529746.604,Normal,-1
48,1319,0.142819,728.1944279,740181.6285,Normal,-1
48,1337,0.186407,574.0127785,574967.6783,Normal,-1
47,1331,0.143033,790.0274762,769626.5897,Normal,-1
50,1337,0.195544,593.2168719,548101.706,Normal,-1
44,1319,0.142215,682.0658862,743325.247,Normal,-1
41,1295,0.142395,660.1355385,732146.4939,Normal,-1
44,1313,0.142742,700.5646551,740538.8743,Normal,-1
39,1295,0.122673,717.354267,790720.0443,Normal,-1
50,1343,0.187038,588.115784,573060.0199,Normal,-1
46,1331,0.14247,744.0162841,772667.9301,Normal,-1
2,0,0.001,12422.36025,0.0,Normal,1
17,1376,2.198477,18.19441368,2681.856576,Normal,1
2,37,0.001,40816.32653,755102.0408,Normal,1
1,0,0.050486,39.61494276,0.0,Normal,1
1,0,0.051273,39.00688472,0.0,Normal,1
1,0,0.050722,39.43062182,0.0,Normal,1
1,0,0.050641,39.49369088,0.0,Normal,1
1,0,0.051022,39.198777,0.0,Normal,1
1,0,0.051245,39.02819787,0.0,Normal,1
1,0,0.050534,39.57731428,0.0,Normal,1
1,0,0.050884,39.30508608,0.0,Normal,1
1,0,0.050408,39.67624187,0.0,Normal,1
1,0,0.083784,23.87090614,0.0,Normal,1
1,0,0.050905,39.28887143,0.0,Normal,1
1,0,0.046728,42.80089026,0.0,Normal,1
1,0,0.050833,39.34452029,0.0,Normal,1
1,0,0.050448,39.64478275,0.0,Normal,1
18,1854,116.60669,0.308730142,82.23370374,Normal,1
1,48,0.09119,21.93222941,1052.747012,Normal,1
1,48,0.084776,23.59158252,1132.395961,Normal,1
2,53,0.001,666666.6667,17700000.0,Normal,-1
13,650,0.001,590909.0909,29500000.0,Normal,-1
2,90,0.001,12779.55272,945686.901,Normal,1
2,90,0.001,15810.27668,837944.664,Normal,1
2,90,0.001,21276.59574,1127659.574,Normal,1
2,90,0.001,16260.1626,1203252.033,Normal,1
2,90,0.001,15384.61538,815384.6154,Normal,1
2,90,0.001,14545.45455,1076363.636,Normal,1
2,86,0.025399,157.4865152,11102.79932,Normal,1
2,86,0.025871,154.6132735,11827.91543,Normal,1
2,90,0.001,21505.37634,1591397.849,Normal,1
2,90,0.001,21164.02116,1121693.122,Normal,1
2,72,0.061438,65.10628601,3385.526873,Normal,1
2,72,0.061664,64.86766995,4151.530877,Normal,1
2,90,0.001,13793.10345,1020689.655,Normal,1
2,90,0.001,17467.24891,925764.1921,Normal,1
2,90,0.001,15037.59398,1112781.955,Normal,1
2,90,0.001,15564.20233,824902.7237,Normal,1
2,90,0.001,15444.01544,1142857.143,Normal,1
2,90,0.001,20100.50251,1065326.633,Normal,1
2,90,0.001,15686.27451,831372.549,Normal,1
2,90,0.001,15151.51515,1121212.121,Normal,1
2,90,0.001,20202.0202,1070707.071,Normal,1
2,90,0.001,10025.06266,741854.6366,Normal,1
2,72,0.024629,162.4101669,8607.738844,Normal,1
2,90,0.001,12500.0,925000.0,Normal,1
2,90,0.001,15267.17557,809160.3053,Normal,1
2,72,0.060398,66.22735852,5629.325474,Normal,1
2,90,0.001,16000.0,848000.0,Normal,1
2,90,0.001,12944.98382,957928.8026,Normal,1
2,64,0.001,14760.1476,988929.8893,Normal,1
2,64,0.001,12345.67901,802469.1358,Normal,1
2,90,0.001,12422.36025,658385.0932,Normal,1
2,90,0.001,8547.008547,632478.6325,Normal,1
2,90,0.001,12048.19277,891566.2651,Normal,1
2,90,0.001,11940.29851,632835.8209,Normal,1
2,90,0.001,16528.92562,876033.0579,Normal,1
2,90,0.001,13289.03654,983388.7043,Normal,1
5,117,3.520858,1.704130073,44.87542525,Normal,1
2,12,0.001,500000.0,3000000.0,Normal,1
1,0,4.024829,0.745373282,0.0,Normal,1
1,0,5.006404,0.798976671,6.192069198,Normal,1
1,0,4.942446,0.606986905,0.0,Normal,1
1,0,5.080229,0.787366081,6.10208713,Normal,1
1,0,4.910442,0.610942966,0.0,Normal,1
1,0,4.920527,0.609690791,0.0,Normal,1
1,0,4.984505,0.802486907,6.219273529,Normal,1
1,0,4.984564,0.802477408,6.219199914,Normal,1
1,0,0.04992,40.06410256,0.0,Normal,1
2,0,0.001,40816.32653,0.0,Normal,1
2,0,0.001,12422.36025,0.0,Normal,1
2,0,0.001,18348.62385,0.0,Normal,1
2,0,0.001,8264.46281,0.0,Normal,1
1,0,0.050075,39.94008987,0.0,Normal,1
1,0,0.049961,40.03122435,0.0,Normal,1
1,0,0.050133,39.89388227,0.0,Normal,1
17,1378,1.804148,22.72540834,3269.133131,Normal,1
2,37,0.001,41666.66667,770833.3333,Normal,1
7,158,63.874054,0.140902282,3.7573942,Normal,1
5,117,4.522563,1.326681353,34.9359423,Normal,1
3,18,0.001064,3759.398496,22556.39098,Normal,1
5,117,4.522242,1.326775524,34.93842214,Normal,1
5,117,4.52167,1.326943364,34.94284191,Normal,1
1,6,0.001,6535.947712,39215.68627,Normal,1
3,18,0.001,4587.155963,27522.93578,Normal,1
1,48,0.094224,21.2260146,1018.848701,Normal,1
1,48,0.037212,53.74610341,2579.812964,Normal,1
18,870,116.038005,0.284389584,20.35539994,Normal,1
23,13003,116.228748,0.395771277,157.181423,Normal,-1
23,2219,115.799649,0.379966609,91.98646189,Normal,1
2,94,0.001,19323.6715,1516908.213,Normal,1
2,82,0.001,12539.18495,808777.4295,Normal,1
2,94,0.050937,78.52837819,6164.477688,Normal,1
2,94,0.001,15748.0315,1236220.472,Normal,1
2,94,0.050659,78.95931621,5724.550425,Normal,1
2,82,0.001,14035.08772,821052.6316,Normal,1
2,94,0.001,15686.27451,1137254.902,Normal,1
2,94,0.001,15810.27668,1146245.059,Normal,1
2,74,0.101128,39.55383277,2491.891464,Normal,1
2,74,0.051047,78.35915921,4466.472075,Normal,1
2,0,0.271374,11.05485419,0.0,Normal,1
3,0,0.269365,14.8497392,0.0,Normal,1
2,0,0.263653,11.37859232,0.0,Normal,1
2,0,0.269882,11.1159692,0.0,Normal,1
2,96,63.021198,0.063470707,3.046593941,Normal,1
2,64,0.113789,35.15278278,2777.06984,Normal,1
22,2986,115.791754,0.302266775,80.67932022,Normal,-1
22,2986,115.812212,0.30221338,80.66506838,Normal,-1
15,1231,29.841695,0.871264183,223.9148949,Normal,1
1,45,0.023537,84.97259634,4503.547606,Normal,1
1,60,0.024759,80.77870673,5492.952058,Normal,1
1,54,0.060609,32.99839958,2705.868765,Normal,1
1,55,0.023405,85.45182653,7092.501602,Normal,1
1,48,0.120792,16.55738791,1225.246705,Normal,1
1,48,0.059914,33.38117969,2520.279067,Normal,1
1,54,0.076881,26.01422978,2133.166842,Normal,1
1,52,0.071933,27.80365062,2126.979272,Normal,1
1,56,0.077608,25.77053912,1649.314504,Normal,1
1,59,0.082493,24.24448135,1624.38025,Normal,1
1,51,0.225547,8.867331421,895.6004735,Normal,1
2,92,63.19513,0.063296017,5.490929443,Normal,1
1,54,0.060069,33.29504403,2730.193611,Normal,1
1,43,0.023604,84.73140146,4999.152686,Normal,1
1,45,0.023441,85.32059212,6185.742929,Normal,1
1,40,0.048481,41.25327448,3032.115674,Normal,1
